character_name,show_name,image_link
Professor Utonium,Powerpuff Girls,https://static.wikia.nocookie.net/p__/images/1/1c/Professor_Utonium_render.png/revision/latest?cb=20210105154340&path-prefix=protagonist
Mojo Jojo,Powerpuff Girls,https://static.wikia.nocookie.net/villains/images/f/f0/MotoJojo.png/revision/latest?cb=20190118162531
SpongeBob SquarePants,SpongeBob SquarePants,https://upload.wikimedia.org/wikipedia/en/thumb/3/3b/SpongeBob_SquarePants_character.svg/640px-SpongeBob_SquarePants_character.svg.png
Patrick Star,SpongeBob SquarePants,https://upload.wikimedia.org/wikipedia/en/thumb/3/33/Patrick_Star.svg/1200px-Patrick_Star.svg.png
Squidward Tentacles,SpongeBob SquarePants,"https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/405610ed-0ed8-404b-b733-b0bc5ad9d340/ddhxhn0-0e568ebc-4af0-4493-a894-5f59375fb9db.png/v1/fill/w_226,h_562/squidward_tentacles___spongebob_squarepants_by_thelivingbluejay_ddhxhn0-fullview.png?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7ImhlaWdodCI6Ijw9NTYyIiwicGF0aCI6IlwvZlwvNDA1NjEwZWQtMGVkOC00MDRiLWI3MzMtYjBiYzVhZDlkMzQwXC9kZGh4aG4wLTBlNTY4ZWJjLTRhZjAtNDQ5My1hODk0LTVmNTkzNzVmYjlkYi5wbmciLCJ3aWR0aCI6Ijw9MjI2In1dXSwiYXVkIjpbInVybjpzZXJ2aWNlOmltYWdlLm9wZXJhdGlvbnMiXX0.C2_cr0ZT64kylV-OjbEBUZ4HgWAjWzBLx8XsqYjgtf8"
Mr. Krabs,SpongeBob SquarePants,https://static.wikia.nocookie.net/spongebob/images/7/7b/Krabs_artwork.png/revision/latest?cb=20220807045807
Sandy Cheeks,SpongeBob SquarePants,https://i.pinimg.com/564x/32/6b/2b/326b2bd41a66b1b0ff54bb1a5ee5e072--spongebob-squarepants-nickelodeon.jpg
Plankton,SpongeBob SquarePants,https://static.wikia.nocookie.net/spongebob/images/7/77/Plankton_stock_art.png/revision/latest?cb=20210916065141
Gary the Snail,SpongeBob SquarePants,https://a1cf74336522e87f135f-2f21ace9a6cf0052456644b80fa06d4f.ssl.cf2.rackcdn.com/images/characters/large/800/Gary-the-Snail.SpongeBob-SquarePants.webp
Mrs. Puff,SpongeBob SquarePants,https://www.looper.com/img/gallery/this-is-who-voices-mrs-puff-on-spongebob/l-intro-1621539075.jpg
Bugs Bunny,Looney Tunes,https://static.wikia.nocookie.net/looneytunes/images/b/ba/BD1DC604-0990-445E-A75E-3E2CB91741EF.png/revision/latest?cb=20201206015718
Daffy Duck,Looney Tunes,
Porky Pig,Looney Tunes,https://upload.wikimedia.org/wikipedia/en/thumb/8/88/Porky_Pig.svg/1200px-Porky_Pig.svg.png
Elmer Fudd,Looney Tunes,https://upload.wikimedia.org/wikipedia/en/c/c0/ElmerFudd.png
Tweety Bird,Looney Tunes,https://static.wikia.nocookie.net/looneytunes/images/e/e7/Tweety1.gif/revision/latest?cb=20200506185018
Sylvester the Cat,Looney Tunes,https://upload.wikimedia.org/wikipedia/en/thumb/8/82/Sylvester_the_Cat.svg/800px-Sylvester_the_Cat.svg.png
Yosemite Sam,Looney Tunes,https://static.wikia.nocookie.net/looneytunes/images/8/8c/Yosemite_Sam.png/revision/latest?cb=20180523161541
Wile E. Coyote,Looney Tunes,https://static.wikia.nocookie.net/looneytunes/images/7/7f/Coyote.gif/revision/latest?cb=20060219181853
Road Runner,Looney Tunes,https://static.wikia.nocookie.net/looneytunes/images/4/43/Road-runner.png/revision/latest?cb=20230106103454
Foghorn Leghorn,Looney Tunes,https://upload.wikimedia.org/wikipedia/en/a/a0/Foghorn_Leghorn.png
Marvin the Martian,Looney Tunes,https://upload.wikimedia.org/wikipedia/en/thumb/d/d5/Marvin_the_Martian.svg/1200px-Marvin_the_Martian.svg.png
Tasmanian Devil,Looney Tunes,https://upload.wikimedia.org/wikipedia/en/thumb/c/c4/Taz-Looney_Tunes.svg/1200px-Taz-Looney_Tunes.svg.png
Granny,Looney Tunes,https://upload.wikimedia.org/wikipedia/en/c/ca/Granny_%28Looney_Tunes%29.png
Speedy Gonzales,Looney Tunes,https://upload.wikimedia.org/wikipedia/en/thumb/f/fe/Speedy_Gonzales.svg/220px-Speedy_Gonzales.svg.png
Pepé Le Pew,Looney Tunes,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Pep%C3%A9_Le_Pew.svg/1200px-Pep%C3%A9_Le_Pew.svg.png
Lola Bunny,Looney Tunes,https://upload.wikimedia.org/wikipedia/en/5/5f/Lola_Bunny_%28SVG%29.png
Mickey Mouse,Mickey Mouse Clubhouse,https://static.wikia.nocookie.net/mickeyclub/images/d/d4/Mickey_Mouse.png/revision/latest?cb=20161007001708
Minnie Mouse,Mickey Mouse Clubhouse,https://static.wikia.nocookie.net/mickeyclub/images/6/67/Minnie_Mouse.png/revision/latest?cb=20161007002135
Donald Duck,Mickey Mouse Clubhouse,https://static.wikia.nocookie.net/mickeyclub/images/6/6f/Donald_Duck.png/revision/latest?cb=20161007004521
Daisy Duck,Mickey Mouse Clubhouse,https://static.wikia.nocookie.net/mickeyclub/images/8/85/Daisy_Duck.png/revision/latest/scale-to-width-down/228?cb=20161007004513
Goofy,Mickey Mouse Clubhouse,https://static.wikia.nocookie.net/mickeyclub/images/3/3c/05574f6cf098436bc541e7c863f1ebd3.png/revision/latest?cb=20200308133234
Pluto,Mickey Mouse Clubhouse,https://m.media-amazon.com/images/M/MV5BMjFkOGE4ZjMtYjMwYy00YTU1LWI4NWItYjFiZDQwYjk5YWFhXkEyXkFqcGdeQXVyMTcwODc0MDM@._V1_.jpg
and Clarabelle Cow,Mickey Mouse Clubhouse,"https://m.media-amazon.com/images/M/MV5BMTczMTk5OTc5NF5BMl5BanBnXkFtZTgwODQzOTQ1MjE@._V1_UY1200_CR485,0,630,1200_AL_.jpg"
Peppa Pig,Peppa Pig,https://cdn.shopify.com/s/files/1/0899/1470/files/banner-family-hub-peppa-pig_9eeeded8-532c-415d-b536-65277db33261.png
George Pig,Peppa Pig,https://cdn.shopify.com/s/files/1/0899/1470/files/banner-family-hub-george-pig.png
Mummy Pig,Peppa Pig,https://cdn.shopify.com/s/files/1/0899/1470/files/banner-family-hub-mummy-pig.png
Daddy Pig,Peppa Pig,https://cdn.shopify.com/s/files/1/0899/1470/files/banner-family-hub-daddy-pig.png
Granny Pig,Peppa Pig,https://cdn.shopify.com/s/files/1/0899/1470/files/banner-family-hub-granny-pig_99f4a195-35ce-4a43-8d87-031970252b96.png
Grandpa Pig,Peppa Pig,https://cdn.shopify.com/s/files/1/0899/1470/files/banner-family-hub-grandpa-pig.png
Suzy Sheep,Peppa Pig,https://cdn.shopify.com/s/files/1/0899/1470/files/banner-family-hub-suzie-sheep.png
Rebecca Rabbit,Peppa Pig,https://static.wikia.nocookie.net/peppapedia/images/c/c3/Rebecca.png/revision/latest?cb=20220411225043
Pedro Pony,Peppa Pig,https://static.wikia.nocookie.net/peppapig/images/1/10/PicsArt_01-21-05.31.05.png/revision/latest?cb=20210121230902
Danny Dog,Peppa Pig,https://cdn.shopify.com/s/files/1/0899/1470/files/banner-family-hub-danny-dog_de41da88-c256-44ba-9a4b-755686829c9a.png
Candy Cat,Peppa Pig,https://cdn.shopify.com/s/files/1/0899/1470/files/banner-family-hub-candy-cat.png
Emily Elephant,Peppa Pig,https://cdn.shopify.com/s/files/1/0899/1470/files/banner-family-hub-emily-elephant.png
Zoe Zebra,Peppa Pig,https://static.wikia.nocookie.net/peppapig/images/7/7c/ZoeZebra.png/revision/latest?cb=20200704074931
Ryder,Paw Patrol,https://static.wikia.nocookie.net/paw-patrol/images/f/fe/Pic-ryder.png/revision/latest?cb=20210418105340
Marshall,Paw Patrol,https://static.wikia.nocookie.net/paw-patrol/images/6/64/Marshall_PNG.png/revision/latest?cb=20150520174150
Chase,Paw Patrol,https://static.wikia.nocookie.net/paw-patrol/images/7/71/Chase_PNG.png/revision/latest?cb=20220815044513
Rubble,Paw Patrol,https://static.wikia.nocookie.net/paw-patrol/images/a/ad/Rubble_PNG.png/revision/latest?cb=20190305234003
Rocky,Paw Patrol,https://static.wikia.nocookie.net/paw-patrol/images/6/64/Rocky_PNG.png/revision/latest?cb=20150520174057
Zuma,Paw Patrol,https://static.wikia.nocookie.net/paw-patrol/images/5/59/Zuma_PNG.png/revision/latest?cb=20180825091810
Skye,Paw Patrol,https://static.wikia.nocookie.net/paw-patrol/images/9/9f/PAW_Patrol_Skye_PNG_2.png/revision/latest?cb=20150522121200
Everest,Paw Patrol,https://static.wikia.nocookie.net/paw-patrol/images/8/8b/Xpaw-patrol-everest.png.pagespeed.ic.LZhNo62aEQ.png/revision/latest?cb=20180821164321
Tracker,Paw Patrol,https://static.wikia.nocookie.net/paw-patrol/images/7/7f/Tracker_clear.png/revision/latest?cb=20180825092816
Mayor Goodway,Paw Patrol,https://static.wikia.nocookie.net/paw-patrol/images/3/33/Mayorgoodway.png/revision/latest?cb=20200918221439
Cap'n Turbot,Paw Patrol,https://static.wikia.nocookie.net/paw-patrol/images/a/a3/Cap%27n_Turbot_stock_art.png/revision/latest?cb=20190219213136
Chickaletta,Paw Patrol,
Leonardo,Teenage Mutant Ninja Turtles,https://upload.wikimedia.org/wikipedia/en/thumb/2/28/TMNTLeo2012.png/170px-TMNTLeo2012.png
Donatello,Teenage Mutant Ninja Turtles,https://static.wikia.nocookie.net/tmnt2012series/images/d/d6/Donnyboy.png/revision/latest?cb=20170428224932
Michelangelo,Teenage Mutant Ninja Turtles,https://static.wikia.nocookie.net/tmnt2012series/images/8/88/2012_Michelangelo_clean_character_image.png/revision/latest?cb=20130809041043
Raphael,Teenage Mutant Ninja Turtles,
Splinter,Teenage Mutant Ninja Turtles,https://static.wikia.nocookie.net/tmnt/images/9/90/Splinterbtts.png/revision/latest?cb=20130624195821
April O'Neil,Teenage Mutant Ninja Turtles,https://static.wikia.nocookie.net/tmnt2012series/images/8/80/April2.png/revision/latest?cb=20131110022421
Casey Jones,Teenage Mutant Ninja Turtles,https://static.wikia.nocookie.net/p__/images/b/bb/Casey_Jones_TMNT_2003.png/revision/latest?cb=20210827012846&path-prefix=protagonist
Shredder,Teenage Mutant Ninja Turtles,
Krang,Teenage Mutant Ninja Turtles,https://static.wikia.nocookie.net/teenage-mutant-ninja-turtles-2012-series/images/4/4b/Krang_03.jpg/revision/latest?cb=20171029021605
Bebop,Teenage Mutant Ninja Turtles,https://static.wikia.nocookie.net/tmnt2012series/images/3/34/Bebop_Lrg.png/revision/latest?cb=20150308214951
Rocksteady,Teenage Mutant Ninja Turtles,https://static.wikia.nocookie.net/tmnt/images/2/27/Rocksteady_fw.png/revision/latest?cb=20130919124448
Boots,Dora the Explorer,https://static.wikia.nocookie.net/doratheexplorer/images/e/e2/E06E4B7B-B2B2-4A46-B92C-DC5B672C3B07.webp/revision/latest?cb=20230331165358
Swiper,Dora the Explorer,https://static.wikia.nocookie.net/doratheexplorer/images/f/f1/Swiper_20.jpg/revision/latest?cb=20221123144916
Backpack,Dora the Explorer,https://i.pinimg.com/originals/e1/ee/f7/e1eef701c9939792fb9ac1b2e3949d7c.png
Dora,Dora the Explorer,https://upload.wikimedia.org/wikipedia/en/9/99/Dora_the_Explorer_%28character%29.webp
Map,Dora the Explorer,https://static.wikia.nocookie.net/doratheexplorer/images/c/c3/Dora-Map-sideways-stock-art.png/revision/latest?cb=20200801045140
Tico,Dora the Explorer,https://static.wikia.nocookie.net/doratheexplorer/images/4/45/Tico.png/revision/latest?cb=20131219004210
Benny,Dora the Explorer,https://static.wikia.nocookie.net/doratheexplorer/images/2/22/Benny.png/revision/latest?cb=20131219004224
Isa,Dora the Explorer,https://static.wikia.nocookie.net/doratheexplorer/images/3/3c/Isa.png/revision/latest?cb=20131219004155
Fiesta Trio,Dora the Explorer,https://static.wikia.nocookie.net/doratheexplorer/images/0/03/Dora-Fiesta-Trio-normal-stock-art.png/revision/latest?cb=20190812230952
Diego,Dora the Explorer,https://static.wikia.nocookie.net/doratheexplorer/images/e/e1/Diego-image-2.png/revision/latest?cb=20130422093522
Aang,Avatar: The Last Airbender,https://upload.wikimedia.org/wikipedia/en/8/86/Avatar_Aang.png
Katara,Avatar: The Last Airbender,https://upload.wikimedia.org/wikipedia/en/f/fb/Katara.png
Sokka,Avatar: The Last Airbender,https://upload.wikimedia.org/wikipedia/en/c/cc/Sokka.png
Zuko,Avatar: The Last Airbender,https://static.wikia.nocookie.net/villains/images/2/23/Principe_zuko_by_yuzumi2000-d6lbrj4.png/revision/latest?cb=20170611234341
Toph Beifong,Avatar: The Last Airbender,https://oyster.ignimgs.com/mediawiki/apis.ign.com/avatar-the-last-airbender/9/97/Toph_Beifong_img.jpg
Appa,Avatar: The Last Airbender,https://static.wikia.nocookie.net/avatar/images/6/65/Appa_flying.png/revision/latest/thumbnail/width/360/height/360?cb=20140517110636
Momo,Avatar: The Last Airbender,https://static.wikia.nocookie.net/avatar/images/8/80/Momo_staring.png/revision/latest?cb=20200802080013
Iroh,Avatar: The Last Airbender,https://upload.wikimedia.org/wikipedia/en/b/bb/General_Iroh.jpg
Azula,Avatar: The Last Airbender,https://static.wikia.nocookie.net/villains/images/a/ac/Azula_Render.png/revision/latest?cb=20170715180812
Suki,Avatar: The Last Airbender,https://static.wikia.nocookie.net/avatar/images/1/14/Suki.png/revision/latest?cb=20130819094354
Mai,Avatar: The Last Airbender,https://static.wikia.nocookie.net/avatar/images/4/40/Mai.png/revision/latest?cb=20090406114652
Ty Lee,Avatar: The Last Airbender,https://static.wikia.nocookie.net/villains/images/6/6d/Ty_Lee.png/revision/latest?cb=20200626041512
Ozai,Avatar: The Last Airbender,https://static.wikia.nocookie.net/avatar/images/d/d9/Ozai_angry.png/revision/latest?cb=20120724205440
Avatar Roku,Avatar: The Last Airbender,https://static.wikia.nocookie.net/avatar/images/f/f6/Roku.png/revision/latest?cb=20220323130414
Ash Ketchum,Pokémon,https://upload.wikimedia.org/wikipedia/en/e/e4/Ash_Ketchum_Journeys.png
Pikachu,Pokémon,https://assets.stickpng.com/images/580b57fcd9996e24bc43c325.png
Misty,Pokémon,https://upload.wikimedia.org/wikipedia/en/b/b1/MistyEP.png
Brock,Pokémon,https://staticg.sportskeeda.com/editor/2021/01/94117-16113018527605-800.jpg
Jessie,Pokémon,https://archives.bulbagarden.net/media/upload/0/0d/Jessie_JN.png
James,Pokémon,https://archives.bulbagarden.net/media/upload/thumb/1/19/James_JN.png/159px-James_JN.png
Meowth,Pokémon,https://assets.pokemon.com/assets/cms2/img/pokedex/full/052.png
Professor Oak,Pokémon,https://archives.bulbagarden.net/media/upload/thumb/3/3e/Lets_Go_Pikachu_Eevee_Professor_Oak.png/180px-Lets_Go_Pikachu_Eevee_Professor_Oak.png
Nurse Joy,Pokémon,https://cdna.artstation.com/p/assets/images/images/038/723/124/large/snowman-nurse-joy-jun-14-2021.jpg?1623873259
Officer Jenny,Pokémon,https://static.wikia.nocookie.net/p__/images/6/62/OfficerJenny-DP43.png/revision/latest?cb=20120508205802&path-prefix=protagonist
Brock,Pokémon,https://static.wikia.nocookie.net/p__/images/6/62/OfficerJenny-DP43.png/revision/latest?cb=20120508205802&path-prefix=protagonist
Goku,Dragon Ball Z,https://static.wikia.nocookie.net/vsbattles/images/4/45/Base_Goku_FighterZ.png/revision/latest?cb=20200607073338
Vegeta,Dragon Ball Z,https://static.wikia.nocookie.net/dragonball/images/9/94/Vegeta_anime_profile.png/revision/latest?cb=20220825132119
Gohan,Dragon Ball Z,https://static.wikia.nocookie.net/dragonball/images/d/d7/Gohan_anime_profile_2.png/revision/latest?cb=20220825041045
Piccolo,Dragon Ball Z,https://static.wikia.nocookie.net/dragonball/images/c/c2/Piccolomanga.png/revision/latest?cb=20160826150304
Krillin,Dragon Ball Z,https://upload.wikimedia.org/wikipedia/en/0/04/Kuririn.png
Bulma,Dragon Ball Z,https://www.pngitem.com/pimgs/m/167-1671943_bulma-png-dragon-ball-z-bulma-red-dress.png
Scooby-Doo,"Scooby-Doo, Where Are You!",https://m.media-amazon.com/images/M/MV5BZjkwZDk5NGEtMDgwMC00ZTRkLTkwYjUtZDA1ZGQ2ZmRmZTZkXkEyXkFqcGdeQXVyMDAwNTYzNA@@._V1_.jpg
Shaggy Rogers,"Scooby-Doo, Where Are You!",https://static.wikia.nocookie.net/scoobydoo/images/8/82/Shaggy_Rogers.png/revision/latest?cb=20210426154343
Fred Jones,"Scooby-Doo, Where Are You!",https://cdn-0.studybreaks.com/wp-content/uploads/2023/01/MCDSCDO_EC048-e1674611054112.webp
Daphne Blake,"Scooby-Doo, Where Are You!",https://static.wikia.nocookie.net/warner-bros-entertainment/images/1/1d/Daphne_Blake.png/revision/latest?cb=20221218212431
Velma Dinkley,"Scooby-Doo, Where Are You!",https://upload.wikimedia.org/wikipedia/en/9/9d/Velma_Dinkley.png
Dexter,Dexter's Laboratory,https://static.wikia.nocookie.net/p__/images/1/10/225px-Dexter2.png/revision/latest?cb=20120711215235&path-prefix=protagonist
Dee Dee,Dexter's Laboratory,https://assets.stickpng.com/images/5c9e3c5d1b1a60034473b15f.png
Mom,Dexter's Laboratory,https://static.wikia.nocookie.net/warner-bros-entertainment/images/7/72/Dex_mom_174x252.png/revision/latest?cb=20161108162236
Dad,Dexter's Laboratory,https://static.wikia.nocookie.net/p__/images/9/9b/Dad-dexters-laboratory-13130836-445-959.jpg/revision/latest?cb=20130919125152&path-prefix=protagonist
Mandark,Dexter's Laboratory,https://static.wikia.nocookie.net/warner-bros-entertainment/images/5/59/Mandark.jpg/revision/latest?cb=20160830063505
Major Glory,Dexter's Laboratory,https://static.wikia.nocookie.net/dexterslab/images/9/91/MajorGlory.jpg/revision/latest?cb=20090522221212
Valhallen,Dexter's Laboratory,https://static.wikia.nocookie.net/dexterslab/images/7/76/ValHallen.jpg/revision/latest?cb=20090522221452
Krunk,Dexter's Laboratory,https://static.wikia.nocookie.net/dexterslab/images/a/af/Krunk.jpg/revision/latest?cb=20090522221705
The Infraggable Krunk,Dexter's Laboratory,https://static.wikia.nocookie.net/dexterslab/images/a/af/Krunk.jpg/revision/latest?cb=20090522221705
Monkey,Dexter's Laboratory,https://static.wikia.nocookie.net/dexterslab/images/2/2c/Dexter%E2%80%99s_Monkey.png/revision/latest?cb=20191031030942
Agent Honeydew,Dexter's Laboratory,https://static.wikia.nocookie.net/dexterslab/images/b/b9/Honeydew.png/revision/latest/scale-to-width-down/250?cb=20150430091055
Phineas,Phineas and Ferb,https://upload.wikimedia.org/wikipedia/en/5/52/Phineas_Flynn.png
Ferb,Phineas and Ferb,https://static.wikia.nocookie.net/phineasandferb/images/c/ca/Profile_-_Ferb_Fletcher.PNG/revision/latest?cb=20200401182236
Candace,Phineas and Ferb,https://static.wikia.nocookie.net/phineasandferb/images/1/18/Profile_-_Candace_Flynn.png/revision/latest?cb=20200401181755
Perry the Platypus,Phineas and Ferb,https://upload.wikimedia.org/wikipedia/en/d/dc/Perry_the_Platypus.png
Dr. Heinz Doofenshmirtz,Phineas and Ferb,https://static.wikia.nocookie.net/disney/images/4/41/DoofenshmirtzFull.jpg/revision/latest?cb=20190819173522
Isabella,Phineas and Ferb,https://static.wikia.nocookie.net/phineasandferb/images/8/8c/Profile_-_Isabella_Garcia-Shapiro.PNG/revision/latest?cb=20200401182003
Buford,Phineas and Ferb,https://static.wikia.nocookie.net/phineasandferb/images/b/bd/Profile_-_Buford_Van_Stomm.PNG/revision/latest?cb=20200401192847
Baljeet,Phineas and Ferb,https://static.wikia.nocookie.net/phineasandferb/images/9/98/Baljeet.JPG/revision/latest?cb=20170806211609
Jeremy,Phineas and Ferb,https://static.wikia.nocookie.net/phineasandferb/images/7/7d/Profile_-_Jeremy_Johnson.png/revision/latest?cb=20200401191035
Stacy,Phineas and Ferb,https://static.wikia.nocookie.net/phineasandferb/images/d/da/Profile_-_Stacy_Hirano.PNG/revision/latest?cb=20200401190110
Linda,Phineas and Ferb,https://static.wikia.nocookie.net/phineasandferb/images/f/fa/Profile_-_Linda_Flynn-Fletcher.PNG/revision/latest?cb=20200401212129
Lawrence,Phineas and Ferb,https://static.wikia.nocookie.net/phineasandferb/images/5/50/Profile_-_Lawrence_Fletcher.PNG/revision/latest/thumbnail/width/360/height/360?cb=20200401184344
Major Monogram,Phineas and Ferb,https://static.wikia.nocookie.net/phineasandferb/images/d/de/Profile_-_Francis_Monogram.PNG/revision/latest?cb=20200401183135
Vanessa,Phineas and Ferb,https://static.wikia.nocookie.net/disney/images/d/d2/Profile_-_Vanessa_Doofenshmirtz.jpg/revision/latest?cb=20200812210556
Carl,Phineas and Ferb,https://static.wikia.nocookie.net/phineasandferb/images/8/80/Profile_-_Carl_Karl.PNG/revision/latest?cb=20200401183348
Finn,Adventure Time,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/FinnAdventureTime.png/150px-FinnAdventureTime.png
Jake,Adventure Time,https://static.wikia.nocookie.net/adventuretimewithfinnandjake/images/3/3b/Jakesalad.png/revision/latest?cb=20190807133015
Princess Bubblegum,Adventure Time,https://static.wikia.nocookie.net/adventuretimewithfinnandjake/images/2/2d/Young_Princess_Bubblegum_1.png/revision/latest?cb=20130304220431
Marceline,Adventure Time,https://static.wikia.nocookie.net/adventuretimewithfinnandjake/images/8/80/Marceline1.png/revision/latest?cb=20210813211029
Ice King,Adventure Time,https://upload.wikimedia.org/wikipedia/en/7/78/Ice_King.png
Robin,Teen Titans,https://static.wikia.nocookie.net/p__/images/6/69/Deyfio0-0067188b-714f-4935-a395-72fd22ea5359.png/revision/latest?cb=20220825183305&path-prefix=protagonist
Starfire,Teen Titans,https://static.wikia.nocookie.net/p__/images/2/2a/Deyfm3s-62419a2b-95be-4ab4-81f8-8c37ba6b0091.png/revision/latest?cb=20220825190009&path-prefix=protagonist
Raven,Teen Titans,https://static.wikia.nocookie.net/teentitans/images/6/66/Raven.png/revision/latest?cb=20210426071012
Beast Boy,Teen Titans,https://static.wikia.nocookie.net/teentitans/images/c/c1/Beast_Boy.png/revision/latest?cb=20200906210004
Cyborg,Teen Titans,https://i.pinimg.com/originals/c1/6f/2b/c16f2bdc728ceaf0f3e124189fb0f288.jpg
Terra,Teen Titans,https://static.wikia.nocookie.net/teentitans/images/3/3e/TerraStill.png/revision/latest?cb=20210428004704
Slade,Teen Titans,https://static.wikia.nocookie.net/teentitans/images/7/7e/SladeStill.png/revision/latest?cb=20210411224233
Blackfire,Teen Titans,https://i.pinimg.com/originals/7b/b9/08/7bb908e65cc138f08e50e682dbf6a8c5.jpg
Jinx,Teen Titans,https://static.wikia.nocookie.net/teen-titans-go/images/d/d8/Jinx.png/revision/latest?cb=20200828235321
Gizmo,Teen Titans,https://static.wikia.nocookie.net/teentitans/images/b/b7/GizmoTransparent.png/revision/latest?cb=20210413181000
Mammoth,Teen Titans,https://static.wikia.nocookie.net/villains/images/e/e3/Mammoth_%28Teen_Titans%29.jpg/revision/latest?cb=20190324193006
See-More,Teen Titans,https://static.wikia.nocookie.net/teentitans/images/4/41/SeeMore.jpg/revision/latest?cb=20200501035314
Billy Numerous,Teen Titans,https://static.wikia.nocookie.net/villains/images/1/19/Billy_Numerous2.jpg/revision/latest?cb=20190324195305
Red X,Teen Titans,https://qph.cf2.quoracdn.net/main-qimg-81792dcabf16ed854a0cd28d0adbbda4-lq
Speedy,Teen Titans,https://static.wikia.nocookie.net/teentitans/images/8/84/SpeedyTransparent.png/revision/latest?cb=20210413174007
Aqualad,Teen Titans,https://static.wikia.nocookie.net/teentitans/images/a/ae/AqualadTransparent.png/revision/latest?cb=20210413174150
Kid Flash,Teen Titans,https://static.wikia.nocookie.net/p__/images/7/73/Kid_Flash_%28Teen_Titans_2003%29.png/revision/latest?cb=20210807185119&path-prefix=protagonist
Kim Possible,Kim Possible,https://static.wikia.nocookie.net/kimpossible/images/7/7e/Kim_Possible_with_her_Hair_Dryer_Grappling_Hook.jpg/revision/latest?cb=20220207180131
Johnny Bravo,Johnny Bravo,https://static.wikia.nocookie.net/johnnybravo/images/b/bb/Johnnyb001.gif/revision/latest?cb=20190421193227
Oswald,Oswald,https://static.wikia.nocookie.net/oswald/images/3/39/Oswald_Nick_Jr_Character.png/revision/latest?cb=20230326180650
Weenie,Oswald,https://static.wikia.nocookie.net/oswald/images/6/64/Weenie_Oswald_Nick_Jr_Character.png/revision/latest?cb=20150923140853
Henry,Oswald,https://static.wikia.nocookie.net/oswald/images/8/8c/Oswald_Henry_Penguin_TV_Show_Nickelodeon_Nick_Jr_Series.png/revision/latest?cb=20151010181518
Daisy,Oswald,https://static.wikia.nocookie.net/oswald/images/8/88/Oswald_Daisy_Flower_Nick_Jr_Nickelodeon_TV_Show_Series.png/revision/latest?cb=20151017170618
Madame Butterfly,Oswald,https://static.wikia.nocookie.net/oswald/images/c/c1/Oswald_Madame_Butterfly_1.png/revision/latest?cb=20150923185404
Pablo,The Backyardigans,https://static.wikia.nocookie.net/thebackyardigansencyclopedia/images/1/18/The_Backyardigans_Pablo_Nickelodeon_Nick_Jr._Character_Image.png/revision/latest?cb=20220507233723
Tyrone,The Backyardigans,https://static.wikia.nocookie.net/thebackyardigansencyclopedia/images/f/fe/The_Backyardigans_Tyrone_Nickelodeon_Nick_Jr._Character_Image.png/revision/latest?cb=20220507234000
Uniqua,The Backyardigans,https://static.wikia.nocookie.net/thebackyardigansencyclopedia/images/d/d7/The_Backyardigans_Uniqua_Nickelodeon_Nick_Jr._Character_Image_1.png/revision/latest?cb=20220507234219
Tasha,The Backyardigans,https://static.wikia.nocookie.net/thebackyardigansencyclopedia/images/8/81/The_Backyardigans_Tasha_Nickelodeon_Nick_Jr._Character_Image.png/revision/latest?cb=20220507234412
Austin,The Backyardigans,https://static.wikia.nocookie.net/thebackyardigansencyclopedia/images/6/6d/The_Backyardigans_Austin_Nickelodeon_Nick_Jr._Character_Image.png/revision/latest?cb=20220507234404
